sinno_id,notes
13311001,"""M-väggar i KL-trä är billigare,
mindre utrymmeskrävande,
lättare och bättre
för miljön, säger Daniel
Wilded, försäljningsingenjör
på Martinsons."" 15867-00-00"
13347001,"""Enligt företaget kommer tekniken bland annat innebär att förpackningar kan göras upp till 30 percent lättare"" 15917-00-00 "
13355001,not forest
13357001,not forest
13367001,not forest
13373001,"""Icell använder ocirkularade tidningar till produktion av isoleringsmaterial. Genom att återvinna ett ton tidningspapper sparas 19 trä, 4000kWh energi, 29 000 liter rent vatten, 3 kubikmeter sopor och sammanlagt 30 kg giftigt avfall"" 15971-02-00"
13398001,"good example bv1; ""Resultatet blev en 3d-bioskrivare
där celler trycks genom skrivhuvudet,
ungefär som med en spruta,
samt ett bläck med nanocellulosa
som får cellerna att trivas.
Med tekniken överlever runt 95
procent av cellerna en utskrift."" 16002-00-00"
13410001,not forest
13415001,not forest
13528001,not forest
13545001,"""Genom att dra nytta av restprodukten
glycerol och sedan lägga
till additiv, det vill säga tillsatsämnen,
från växtriket, så har företaget
kunnat skapa ett medel som är
giftfritt, biologiskt nedbrytbart –
och lika effektivt som konventionella
smörjmedel."" 16236-00-00"
13557001,not forest
13633001,not forest
13705001,not forest
13706001,not forest
13731001,"""Stabilare
drift minskar risken för stopp, samtidigt
som man via tunnare sågblad kan
öka utbytet"" 45205-00-00"
13795001,not forest
13834001,not forest
13836001,"""Genom att applicera resultatet från laboratorietförsök i en massalinje bekräftades att mätningar online av utlöst ligning gör det möjligt att minska blekningskostnader och vattenförbrukning samt bidra till jämnare massakvalitet"" 73242-00-00"
13844001,good example bv9
13853001,not forest
13859001,"""Det kan förändra sättet att arbeta på ett helt sågverk. Det skapar möjligheter att vara betydligt mer flexibel och ger stora fördelar när det handlar om planering i sågen."" 77427-00-00"
13925001,not forest
13942001,not forest
13981001,not forest
13997001,not forest
14003001,""".....det aktiva materialet i den positiva elektroden består av kol och vedämnet lignin medan den negativa elektroden består av kol och en organisk polymer. Elektrolyten är vattenbaserad."" 93187-00-00"
14577001,good example bv9
14589001,good example bv9
14612001,not forest
14617001,not forest
14636001,"""We are introducing FIberSafe straps, for example - a replacement for wire straps around our bales that can be thrown into the pulper, fully degradable and eliminating potential accidents which can arise from dewiring"" 106497-02-00"
14677001,"""Styr man mesaugnen till rätt temperatur elimineras dammproblemt, den brända kalken får rätt kvalitet och energikostnaden sjunker."" 111046-03-00"
14751001,"""Tydigare använde vi gasolen för att värma upp fritösen men sedan trygt ett år tillbaka använda vi vattenånga istället … Vattnet värms till ång med hjälp av träpellets i en extern byggnad"" 111593-00-00 "
16069001,"""När sågverkens fokus flyttas
från produktionshastighet till
produktvärde blir det nödvändigt
att skaffa sig en mer
målstyrd hanteringen av data.
Spårbarhet och sortering efter
kundens behov blir två avgörande
steg mot framtida lönsamhet
när kampen om råvaran blir allt
hårdare."" 147629-00-00"
16155001,not forest
16230001,"""Den ska producera
förnybar syntesgas från
träpellets, för att ersätta den fossila
gasol som används i pappersbruket
i dag."" 126484-00-00"
16239001,"""Det ger såväl ekonomiska som miljömässiga vinster. Andra positiva
effekter är en mycket högre reningsgrad, vilket innebär optimerad slipning,
högre produktionstakt och kortare tid för underhåll."" 146850-00-00"
16243001,not forest
16266001,not forest
16280001,"""Grundläggningelementens bärande delar är uppbyggda av korslimmat trä som i kombination med isolerande och fuktbrytande skikt skapar en rationell och klimatsmart grundläggningsmetod"" 127328-00-00 "
16287001,"""… eftersom den rymmer mer virke per meter"" 127345-00-00"
16373001,"""Tack vare en smartare spånhantering
så får vi nu bättre betalt
för spånet, vi tar tillbaka all
kylvätska till maskinen, och vi
kan producera upp till 150 timmar
obemannat."" 146802-00-00"
6945001,"""Mellan 50 och 70 procent av värmebehovet i en cy-
lindertorkmaskin kan täckas av atervunnen se-
kundäranga fràn termo-massaraffinörerna."" 5950-00-00"
7218001,"""Vid Billerud AB har man utvecklat en dekarboxyleringsmetod för
analys av
uronsyrahalten i skogsprodukter"" 6223-00-00"
7384001,"""För att klara skogsbrukets krav pa helmekanisering har ett nytt maskin-program - OSA-systemet utvecklats."" 6389-00-00"
7453001,"""gallring. Konventionel-la metoder med stora skotare ger ofta skador pa ungskog och kvarvarande skog varför en skonsam-
mare metod, som samtidigt är lämplig för självverk-
samhet, har efterfragats. Samma problemställning gäller uttag av röjningsavfall i tät skog. Gallrings-
skotaren har därför utvecklats mot bakgrund av de
problem som finns vid transport av virke i gallrings-skog."" 6458-00-00"
7477001,"""Den koncentrerar olika tgärder och
den försöker uppna full sysselsättning
för egen personal och egna maskiner, och minimera eller undvika skador pa virke och vaxande skog."" 6482-01"
7478001,"""Avsevärt minskade virkesförluster
för skogsbolagen, svarar Jan Almén,
produktutvecklare hos Tireco i Boll-näs. Processorägarna far ocksa mycket lägre avdrag för virkesskadorna och
färre kortare stillestand därför att ma-tarhjulet häller mycket"" 6483-00"
7497001,"""Tack vare boggie fár alla hju-len samma marktryck. Detta, tillsammans med breda gummi-hjul, minimerar markskadorna."" 6502-00-00"
7513001,"""Eftersom fraktpriserna för sagtimmer
ökar, särskilt i inlandet, blir det än mer viktigt att ravaran kan förädlas där den finns innan den gar vidare ut i landet."" 6518-00-00"
7515001,"""Opartiska tester har visat att skador vid verktygens uppklättring har minskat
med 75 procent jämfört med tidigare barkverktyg. De är hällarens dynamik
och utformning som ger den lätta upp-klättringen pa stocken och därmed de minskade vedskadorna. Men inte bara
det, genom att hallarens uppklättringskant sitter pa den nedre delen frigörs en bredare yta som avleder barken mot matningsrikt-ningen.
Detta innnebär att tidi-
gare problem med pack-ning av bark i maskinens rotor minskas. Ökad mat-ningshastighet kan stads-kommas genom att Cam Tool-konceptet är lättare
än tidigare barkverktyg.
Därmed kan rotorns vartal ökas utan att cen-
trifugalkrafterna blir för
stora."" 6520-00-00"
7614001,"""Ett nytt träbearbtningsverktyg, som avsevärt höjer traöbearbetningsmaskinernas kapcitet"" 11342-00-00"
7827001,"""Genom att anända vinschskotare
kan de sk stickvägarna in i skogen läggas längre frán varandra.
trad
De
som skall gallras bort falls vinkelrätt mot stickvägen, med rot-
ändan mot vägen. Manskapet faster sedan vajrarna runt träden. och vinschar in dem."" 6832-00-00"
8422001,"""Varje stock är värd pengar. Mycket pengar. Det gäller att sägverket kan fä ut sà mycket virke som möjligt ur var-je stock. En svenskutvecklad matram kan nu minska spillet i sägverken."" 7427-00-00"
9398001,"""MINIRENINGSVERK BYGGER PA liknande pro-
cesser som anänds i kommunala re-ningsverk. Sedimentering anänds för att avskilja partiklar frân avloppsvattnet,
biologisk rening för att ta bort organiskt material och kväve samt kemikalier för utfällning av fosfor och smapartiklar.
Därefter är det fritt fram att släppa ut det renade vattnet i sjöar och vattendrag.
Ikategorin minireningsverk är Bio Trap 2
det enda som anänder biofilmsteknik i det biologiska reningssteget."" 8403-00-00"
9539001,"""Det ökade miljömedvetandet
i industrin
har bidragit till
intresser för den här typen av investeringar i anläggningarna. vilket har gynnat Cerlics expan-sion,
Par-Hakan
Bergström."" 10322-00-00"
10928001,"""e nya golven bestar av en blandning av träfiber och sorterad
avfallsplast. Materialen blandas
och profileras til golv ien kontinu-
erlig extruderingsprocess."" 14050-00-00"
11399001,"""ortus har utvecklat en pro- cess i tre steg för torkning, pyrolys och förgasning av biomassa."" 12476-00-00"
